CHR	TSS	Gene-Symbol	Category	Strand	TS_ID
chr1	38019903	SNIP1	WGS	-1	SNIP1
chr1	38022520	DNALI1	WGS	1	DNALI1
chr1	38061522	GNL2	WGS	-1	GNL2
chr1	38100491	RSPO1	WGS	-1	RSPO1
chr1	38156192	C1orf109	WGS	-1	C1orf109
chr1	38158090	CDCA8	WGS	1	CDCA8
chr1	38230738	EPHA10	WGS	-1	EPHA10
chr1	38259474	MANEAL	WGS	1	MANEAL
chr1	38273857	YRDC	WGS	-1	YRDC
chr1	38273818	C1orf122	WGS	1	C1orf122
chr1	38325292	MTF1	WGS	-1	MTF1
chr1	38293886	AL929472.1	WGS	-1	AL929472.1
chr1	38412723	INPP5B	WGS	-1	INPP5B
chr1	38456593	SF3A3	WGS	-1	SF3A3
chr1	38471177	FHL3	WGS	-1	FHL3
chr1	38478414	UTP11L	WGS	1	UTP11L
chr1	38512450	POU3F1	WGS	-1	POU3F1
chr1	39325495	RRAGC	WGS	-1	RRAGC
chr1	39339777	MYCBP	WGS	-1	MYCBP
chr1	39347289	GJA9	WGS	-1	GJA9
chr1	39392509	RHBDL2	WGS	-1	RHBDL2
chr1	39456895	AKIRIN1	WGS	1	AKIRIN1
chr1	39491990	NDUFS5	WGS	1	NDUFS5
chr1	39549034	MACF1	WGS	1	MACF1
chr1	39876151	KIAA0754	WGS	1	KIAA0754
chr1	39957318	BMP8A	WGS	1	BMP8A
chr1	40042073	PABPC4	WGS	-1	PABPC4
chr1	40105617	HEYL	WGS	-1	HEYL
chr1	40137710	NT5C1A	WGS	-1	NT5C1A
chr1	40157361	HPCAL4	WGS	-1	HPCAL4
chr1	40204573	PPIE	WGS	1	PPIE
chr1	40254533	BMP8B	WGS	-1	BMP8B
chr1	40237020	OXCT2	WGS	-1	OXCT2
chr1	40349178	TRIT1	WGS	-1	TRIT1
chr1	40367685	MYCL	WGS	-1	MYCL
chr1	40420822	MFSD2A	WGS	1	MFSD2A
chr1	40505905	CAP1	WGS	1	CAP1
chr1	40563375	PPT1	WGS	-1	PPT1
chr1	40627045	RLF	WGS	1	RLF
chr1	40713573	TMCO2	WGS	1	TMCO2
chr1	40723779	ZMPSTE24	WGS	1	ZMPSTE24
chr1	40782966	COL9A2	WGS	-1	COL9A2
chr1	40839369	SMAP2	WGS	1	SMAP2
chr1	40915779	ZFP69B	WGS	1	ZFP69B
chr1	40942887	ZFP69	WGS	1	ZFP69
chr1	40974419	EXO5	WGS	1	EXO5
chr1	40997233	ZNF684	WGS	1	ZNF684
chr1	41131329	RIMS3	WGS	-1	RIMS3
chr1	41157388	NFYC	WGS	1	NFYC
chr1	41249684	KCNQ4	WGS	1	KCNQ4
chr1	41328018	CITED4	WGS	-1	CITED4
chr1	41445007	CTPS1	WGS	1	CTPS1
chr1	41488909	SLFNL1	WGS	-1	SLFNL1
chr1	41627104	SCMH1	WGS	-1	SCMH1
chr1	41827594	FOXO6	WGS	1	FOXO6
chr1	41950342	EDN2	WGS	-1	EDN2
chr1	42384169	HIVEP3	WGS	-1	HIVEP3
chr1	42619092	GUCA2B	WGS	1	GUCA2B
chr1	42630389	GUCA2A	WGS	-1	GUCA2A
chr1	42800636	FOXJ3	WGS	-1	FOXJ3
chr1	42846477	RIMKLA	WGS	1	RIMKLA
chr1	42921938	ZMYND12	WGS	-1	ZMYND12
chr1	42922230	PPCS	WGS	1	PPCS
chr1	42929025	CCDC30	WGS	1	CCDC30
chr1	43124096	PPIH	WGS	1	PPIH
chr1	43148098	YBX1	WGS	1	YBX1
chr1	43205925	CLDN19	WGS	-1	CLDN19
chr1	43232683	LEPRE1	WGS	-1	LEPRE1
chr1	43232940	C1orf50	WGS	1	C1orf50
chr1	43282923	CCDC23	WGS	-1	CCDC23
chr1	43282802	ERMAP	WGS	1	ERMAP
chr1	43312307	ZNF691	WGS	1	ZNF691
chr1	43424501	SLC2A1	WGS	-1	SLC2A1
chr1	43613623	FAM183A	WGS	1	FAM183A
chr1	43638241	EBNA1BP2	WGS	-1	EBNA1BP2
chr1	43638001	WDR65	WGS	1	WDR65
chr1	43735696	TMEM125	WGS	1	TMEM125
chr1	43751250	C1orf210	WGS	-1	C1orf210
chr1	43766664	TIE1	WGS	1	TIE1
chr1	43803478	MPL	WGS	1	MPL
chr1	43824684	CDC20	WGS	1	CDC20
chr1	43833689	ELOVL1	WGS	-1	ELOVL1
chr1	43855479	MED8	WGS	-1	MED8
chr1	43855640	SZT2	WGS	1	SZT2
chr1	43919660	HYI	WGS	-1	HYI
chr1	43996547	PTPRF	WGS	1	PTPRF
chr1	44115829	KDM4A	WGS	1	KDM4A
chr1	44173218	ST3GAL3	WGS	1	ST3GAL3
chr1	44398992	ARTN	WGS	1	ARTN
chr1	44412611	IPO13	WGS	1	IPO13
chr1	44435676	DPH2	WGS	1	DPH2
chr1	44440320	ATP6V0B	WGS	1	ATP6V0B
chr1	44445659	B4GALT2	WGS	1	B4GALT2
chr1	44457280	CCDC24	WGS	1	CCDC24
chr1	44482997	SLC6A9	WGS	-1	SLC6A9
chr1	44584522	KLF17	WGS	1	KLF17
chr1	44679163	DMAP1	WGS	1	DMAP1
chr1	44820880	ERI3	WGS	-1	ERI3
chr1	44870866	RNF220	WGS	1	RNF220
chr1	45140227	TMEM53	WGS	-1	TMEM53
chr1	45140385	C1orf228	WGS	1	C1orf228
chr1	45205492	KIF2C	WGS	1	KIF2C
chr1	45241109	RPS8	WGS	1	RPS8
chr1	45253377	BEST4	WGS	-1	BEST4
chr1	45265897	PLK3	WGS	1	PLK3
chr1	45272957	TCTEX1D4	WGS	-1	TCTEX1D4
chr1	45274154	BTBD19	WGS	1	BTBD19
chr1	45308735	PTCH2	WGS	-1	PTCH2
chr1	45452282	EIF2B3	WGS	-1	EIF2B3
chr1	45477001	HECTD3	WGS	-1	HECTD3
chr1	45477819	UROD	WGS	1	UROD
chr1	45672228	ZSWIM5	WGS	-1	ZSWIM5
chr1	45792545	HPDL	WGS	1	HPDL
chr1	45806060	MUTYH	WGS	-1	MUTYH
chr1	45805342	TOE1	WGS	1	TOE1
chr1	45956838	TESK2	WGS	-1	TESK2
chr1	45965525	CCDC163P	WGS	-1	CCDC163P
chr1	45965725	MMACHC	WGS	1	MMACHC
chr1	45987609	PRDX1	WGS	-1	PRDX1
chr1	46016215	AKR1A1	WGS	1	AKR1A1
chr1	46049732	NASP	WGS	1	NASP
chr1	46089729	CCDC17	WGS	-1	CCDC17
chr1	46152302	GPBP1L1	WGS	-1	GPBP1L1
chr1	46152886	TMEM69	WGS	1	TMEM69
chr1	46216321	IPP	WGS	-1	IPP
chr1	46269285	MAST2	WGS	1	MAST2
chr1	46598314	PIK3R3	WGS	-1	PIK3R3
chr1	46640759	TSPAN1	WGS	1	TSPAN1
chr1	46685977	POMGNT1	WGS	-1	POMGNT1
chr1	46669006	LURAP1	WGS	1	LURAP1
chr1	46713404	RAD54L	WGS	1	RAD54L
chr1	46769280	LRRC41	WGS	-1	LRRC41
chr1	46769303	UQCRH	WGS	1	UQCRH
chr1	46805849	NSUN4	WGS	1	NSUN4
chr1	46859937	FAAH	WGS	1	FAAH
chr1	46972669	DMBX1	WGS	1	DMBX1
chr1	47016887	KNCN	WGS	-1	KNCN
chr1	47069886	MKNK1	WGS	-1	MKNK1
chr1	47080805	MOB3C	WGS	-1	MOB3C
chr1	47134126	ATPAF1	WGS	-1	ATPAF1
chr1	47184736	EFCAB14	WGS	-1	EFCAB14
chr1	47137500	TEX38	WGS	1	TEX38
chr1	47264718	CYP4B1	WGS	1	CYP4B1
chr1	47407137	CYP4A11	WGS	-1	CYP4A11
chr1	47489240	CYP4X1	WGS	1	CYP4X1
chr1	47533160	CYP4Z1	WGS	1	CYP4Z1
chr1	47603127	CYP4A22	WGS	1	CYP4A22
chr1	47655727	PDZK1IP1	WGS	-1	PDZK1IP1
chr1	47695443	TAL1	WGS	-1	TAL1
chr1	47779812	STIL	WGS	-1	STIL
chr1	47799469	CMPK1	WGS	1	CMPK1
chr1	47881744	FOXE3	WGS	1	FOXE3
chr1	47901689	FOXD2	WGS	1	FOXD2
chr1	48462567	TRABD2B	WGS	-1	TRABD2B
chr1	48227290	FLJ00388	WGS	-1	FLJ00388
chr1	48569306	AL109659.1	WGS	1	AL109659.1
chr1	48688359	SLC5A9	WGS	1	SLC5A9
chr1	48937845	SPATA6	WGS	-1	SPATA6
chr1	50489585	AGBL4	WGS	-1	AGBL4
chr1	49242590	BEND5	WGS	-1	BEND5
chr1	50459990	AL645730.2	WGS	1	AL645730.2
chr1	50571964	ELAVL4	WGS	1	ELAVL4
chr1	50889172	DMRTA2	WGS	-1	DMRTA2
chr1	51425935	FAF1	WGS	-1	FAF1
chr1	51426417	CDKN2C	WGS	1	CDKN2C
chr1	51567906	C1orf185	WGS	1	C1orf185
chr1	51701943	RNF11	WGS	1	RNF11
chr1	51810788	TTC39A	WGS	-1	TTC39A
chr1	51985000	EPS15	WGS	-1	EPS15
chr1	52082764	OSBPL9	WGS	1	OSBPL9
chr1	52344477	NRD1	WGS	-1	NRD1
chr1	52456436	RAB3B	WGS	-1	RAB3B
chr1	52521843	TXNDC12	WGS	-1	TXNDC12
chr1	52499488	KTI12	WGS	-1	KTI12
chr1	52521797	BTF3L4	WGS	1	BTF3L4
chr1	52608046	ZFYVE9	WGS	1	ZFYVE9
chr1	52831865	CC2D1B	WGS	-1	CC2D1B
chr1	52870131	ORC1	WGS	-1	ORC1
chr1	52870236	PRPF38A	WGS	1	PRPF38A
chr1	53018654	ZCCHC11	WGS	-1	ZCCHC11
chr1	53068044	GPX7	WGS	1	GPX7
chr1	53099016	FAM159A	WGS	1	FAM159A
chr1	53164038	COA7	WGS	-1	COA7
chr1	53192181	ZYG11B	WGS	1	ZYG11B
chr1	53308408	ZYG11A	WGS	1	ZYG11A
chr1	53387439	ECHDC2	WGS	-1	ECHDC2
chr1	53392901	SCP2	WGS	1	SCP2
chr1	53527885	PODN	WGS	1	PODN
chr1	53608249	SLC1A7	WGS	-1	SLC1A7
chr1	53662101	CPT2	WGS	1	CPT2
chr1	53686289	C1orf123	WGS	-1	C1orf123
chr1	53704282	MAGOH	WGS	-1	MAGOH
chr1	53793686	LRP8	WGS	-1	LRP8
chr1	53925072	DMRTB1	WGS	1	DMRTB1
chr1	54199877	GLIS1	WGS	-1	GLIS1
chr1	54304533	NDC1	WGS	-1	NDC1
chr1	54355453	YIPF1	WGS	-1	YIPF1
chr1	54359860	DIO1	WGS	1	DIO1
chr1	54411602	HSPB11	WGS	-1	HSPB11
chr1	54411750	LRRC42	WGS	1	LRRC42
chr1	54483803	LDLRAD1	WGS	-1	LDLRAD1
chr1	54519111	TMEM59	WGS	-1	TMEM59
chr1	54519274	TCEANC2	WGS	1	TCEANC2
chr1	54569968	AL161915.1	WGS	1	AL161915.1
chr1	54619443	CDCP2	WGS	-1	CDCP2
chr1	54637997	AL357673.1	WGS	-1	AL357673.1
chr1	54662167	CYB5RL	WGS	-1	CYB5RL
chr1	54665840	MRPL37	WGS	1	MRPL37
chr1	54872092	SSBP3	WGS	-1	SSBP3
chr1	54703710	SSBP3-AS1	WGS	1	SSBP3-AS1
chr1	55013901	ACOT11	WGS	1	ACOT11
chr1	55089229	FAM151A	WGS	-1	FAM151A
chr1	55107466	MROH7	WGS	1	MROH7
chr1	55181495	TTC4	WGS	1	TTC4
chr1	55230187	PARS2	WGS	-1	PARS2
chr1	55266940	TTC22	WGS	-1	TTC22
chr1	55271775	C1orf177	WGS	1	C1orf177
chr1	55352891	DHCR24	WGS	-1	DHCR24
chr1	55446465	TMEM61	WGS	1	TMEM61
chr1	55464606	BSND	WGS	1	BSND
chr1	55505221	PCSK9	WGS	1	PCSK9
chr1	55680786	USP24	WGS	-1	USP24
chr1	57045241	PPAP2B	WGS	-1	PPAP2B
chr1	57110995	PRKAA2	WGS	1	PRKAA2
chr1	57285044	C1orf168	WGS	-1	C1orf168
chr1	57320479	C8A	WGS	1	C8A
chr1	57431688	C8B	WGS	-1	C8B
chr1	57889729	DAB1	WGS	-1	DAB1
chr1	59012472	OMA1	WGS	-1	OMA1
chr1	59043166	TACSTD2	WGS	-1	TACSTD2
chr1	59165764	MYSM1	WGS	-1	MYSM1
chr1	59249785	JUN	WGS	-1	JUN
chr1	59762653	FGGY	WGS	1	FGGY
chr1	60280533	HOOK1	WGS	1	HOOK1
chr1	60392462	CYP2J2	WGS	-1	CYP2J2
chr1	60539442	C1orf87	WGS	-1	C1orf87
chr1	61547534	NFIA	WGS	1	NFIA
chr1	62191095	TM2D1	WGS	-1	TM2D1
chr1	62208149	INADL	WGS	1	INADL
chr1	62660503	L1TD1	WGS	1	L1TD1
chr1	62785085	KANK4	WGS	-1	KANK4
chr1	62902326	USP1	WGS	1	USP1
chr1	63153953	DOCK7	WGS	-1	DOCK7
chr1	63063158	ANGPTL3	WGS	1	ANGPTL3
chr1	63073437	AL138847.1	WGS	1	AL138847.1
chr1	63249806	ATG4C	WGS	1	ATG4C
chr1	63788730	FOXD3	WGS	1	FOXD3
chr1	63833261	ALG6	WGS	1	ALG6
chr1	63988865	ITGB3BP	WGS	-1	ITGB3BP
chr1	63989061	EFCAB7	WGS	1	EFCAB7
chr1	64014588	DLEU2L	WGS	1	DLEU2L
chr1	64088764	PGM1	WGS	1	PGM1
chr1	64239714	ROR1	WGS	1	ROR1
chr1	64669490	UBE2U	WGS	1	UBE2U
chr1	64936475	CACHD1	WGS	1	CACHD1
chr1	65210778	RAVER2	WGS	1	RAVER2
chr1	65432187	JAK1	WGS	-1	JAK1
chr1	65613513	AK4	WGS	1	AK4
chr1	65775228	DNAJC6	WGS	1	DNAJC6
chr1	65886335	LEPR	WGS	1	LEPR
chr1	65886270	LEPROT	WGS	1	LEPROT
chr1	66258197	PDE4B	WGS	1	PDE4B
chr1	66999965	SGIP1	WGS	1	SGIP1
chr1	67142710	AL139147.1	WGS	-1	AL139147.1
chr1	67218143	TCTEX1D1	WGS	1	TCTEX1D1
chr1	67266939	INSL5	WGS	-1	INSL5
chr1	67390570	WDR78	WGS	-1	WDR78
chr1	67390642	MIER1	WGS	1	MIER1
chr1	67519782	SLC35D1	WGS	-1	SLC35D1
chr1	67697535	C1orf141	WGS	-1	C1orf141
chr1	67632083	IL23R	WGS	1	IL23R
chr1	67773047	IL12RB2	WGS	1	IL12RB2
chr1	67896069	SERBP1	WGS	-1	SERBP1
chr1	68150744	GADD45A	WGS	1	GADD45A
chr1	68299150	GNG12	WGS	-1	GNG12
chr1	68517314	DIRAS3	WGS	-1	DIRAS3
chr1	68698228	WLS	WGS	-1	WLS
chr1	68915642	RPE65	WGS	-1	RPE65
chr1	68962797	DEPDC1	WGS	-1	DEPDC1
chr1	70225858	LRRC7	WGS	1	LRRC7
chr1	70671303	LRRC40	WGS	-1	LRRC40
chr1	70671407	SRSF11	WGS	1	SRSF11
chr1	70820405	ANKRD13C	WGS	-1	ANKRD13C
chr1	70820519	HHLA3	WGS	1	HHLA3
chr1	70876955	CTH	WGS	1	CTH
chr1	71513471	PTGER3	WGS	-1	PTGER3
chr1	71546980	ZRANB2	WGS	-1	ZRANB2
chr1	72748417	NEGR1	WGS	-1	NEGR1
chr1	74663871	LRRIQ3	WGS	-1	LRRIQ3
chr1	74663926	FPGT	WGS	1	FPGT
chr1	74663919	FPGT-TNNI3K	WGS	1	FPGT-TNNI3K
chr1	74663947	TNNI3K	WGS	1	TNNI3K
chr1	74978298	LRRC53	WGS	-1	LRRC53
chr1	75139422	C1orf173	WGS	-1	C1orf173
chr1	75199092	CRYZ	WGS	-1	CRYZ
chr1	75198840	TYW3	WGS	1	TYW3
chr1	75594119	LHX8	WGS	1	LHX8
chr1	76076769	SLC44A5	WGS	-1	SLC44A5
chr1	76190465	ACADM	WGS	1	ACADM
chr1	76251886	RABGGTB	WGS	1	RABGGTB
chr1	76262567	MSH4	WGS	1	MSH4
chr1	76398116	ASB17	WGS	-1	ASB17
chr1	76540404	ST6GALNAC3	WGS	1	ST6GALNAC3
chr1	77333126	ST6GALNAC5	WGS	1	ST6GALNAC5
chr1	77685111	PIGK	WGS	-1	PIGK
chr1	77747736	AK5	WGS	1	AK5
chr1	78148343	ZZZ3	WGS	-1	ZZZ3
chr1	78225537	USP33	WGS	-1	USP33
chr1	78245309	FAM73A	WGS	1	FAM73A
chr1	78354313	NEXN	WGS	1	NEXN
chr1	78444770	FUBP1	WGS	-1	FUBP1
chr1	78470538	DNAJB4	WGS	1	DNAJB4
chr1	78511586	GIPC2	WGS	1	GIPC2
chr1	78956757	PTGFR	WGS	1	PTGFR
chr1	79086088	IFI44L	WGS	1	IFI44L
chr1	79115516	IFI44	WGS	1	IFI44
chr1	79472403	ELTD1	WGS	-1	ELTD1
chr1	82266082	LPHN2	WGS	1	LPHN2
chr1	84464815	TTLL7	WGS	-1	TTLL7
chr1	84609954	PRKACB	WGS	1	PRKACB
chr1	84764049	SAMD13	WGS	1	SAMD13
chr1	84864215	DNASE2B	WGS	1	DNASE2B
chr1	84944950	RPF1	WGS	1	RPF1
chr1	84972248	GNG5	WGS	-1	GNG5
chr1	85040147	CTBS	WGS	-1	CTBS
chr1	85100703	C1orf180	WGS	-1	C1orf180
chr1	85156228	SSX2IP	WGS	-1	SSX2IP
chr1	85331842	LPAR3	WGS	-1	LPAR3
chr1	85462623	MCOLN2	WGS	-1	MCOLN2
chr1	85528004	WDR63	WGS	1	WDR63
chr1	85514129	MCOLN3	WGS	-1	MCOLN3
chr1	85666729	SYDE2	WGS	-1	SYDE2
chr1	85725325	C1orf52	WGS	-1	C1orf52
chr1	85742773	BCL10	WGS	-1	BCL10
chr1	85930823	DDAH1	WGS	-1	DDAH1
chr1	86046444	CYR61	WGS	1	CYR61
chr1	86174101	ZNHIT6	WGS	-1	ZNHIT6
chr1	86622446	COL24A1	WGS	-1	COL24A1
chr1	86861945	ODF2L	WGS	-1	ODF2L
chr1	86889769	CLCA2	WGS	1	CLCA2
chr1	86934051	CLCA1	WGS	1	CLCA1
chr1	87012761	CLCA4	WGS	1	CLCA4
chr1	87170578	SH3GLB1	WGS	1	SH3GLB1
chr1	87380048	SEP15	WGS	-1	SEP15
chr1	87380357	HS2ST1	WGS	1	HS2ST1
chr1	87458692	RP5-1052I5.2	WGS	1	RP5-1052I5.2
chr1	87794151	LMO4	WGS	1	LMO4
chr1	89149905	PKN2	WGS	1	PKN2
chr1	89357301	GTF2B	WGS	-1	GTF2B
chr1	89458604	CCBL2	WGS	-1	CCBL2
chr1	89458643	RBMXL1	WGS	-1	RBMXL1
chr1	89488565	GBP3	WGS	-1	GBP3
chr1	89531043	GBP1	WGS	-1	GBP1
chr1	89591797	GBP2	WGS	-1	GBP2
chr1	89641723	GBP7	WGS	-1	GBP7
chr1	89664615	GBP4	WGS	-1	GBP4
chr1	89738544	GBP5	WGS	-1	GBP5
chr1	89829617	GBP6	WGS	1	GBP6
chr1	89990462	LRRC8B	WGS	1	LRRC8B
chr1	90098631	LRRC8C	WGS	1	LRRC8C
chr1	90286591	LRRC8D	WGS	1	LRRC8D
chr1	90460674	ZNF326	WGS	1	ZNF326
chr1	91182794	BARHL2	WGS	-1	BARHL2
chr1	91487030	ZNF644	WGS	-1	ZNF644
chr1	91870426	HFM1	WGS	-1	HFM1
chr1	91966665	CDC7	WGS	1	CDC7
chr1	92351787	TGFBR3	WGS	-1	TGFBR3
chr1	92414928	BRDT	WGS	1	BRDT
chr1	92495539	EPHX4	WGS	1	EPHX4
chr1	92545893	BTBD8	WGS	1	BTBD8
chr1	92632609	KIAA1107	WGS	1	KIAA1107
chr1	92683497	C1orf146	WGS	1	C1orf146
chr1	92764533	GLMN	WGS	-1	GLMN
chr1	92764522	RPAP2	WGS	1	RPAP2
chr1	92949511	GFI1	WGS	-1	GFI1
chr1	93257961	EVI5	WGS	-1	EVI5
chr1	93297582	RPL5	WGS	1	RPL5
chr1	93427057	FAM69A	WGS	-1	FAM69A
chr1	93544795	MTF2	WGS	1	MTF2
chr1	93646285	TMED5	WGS	-1	TMED5
chr1	93646281	CCDC18	WGS	1	CCDC18
chr1	93811445	DR1	WGS	1	DR1
chr1	93913688	FNBP1L	WGS	1	FNBP1L
chr1	94312706	BCAR3	WGS	-1	BCAR3
chr1	94344762	DNTTIP2	WGS	-1	DNTTIP2
chr1	94374966	GCLM	WGS	-1	GCLM
chr1	94586688	ABCA4	WGS	-1	ABCA4
chr1	94703121	ARHGAP29	WGS	-1	ARHGAP29
chr1	94884011	ABCD3	WGS	1	ABCD3
chr1	95007356	F3	WGS	-1	F3
chr1	95285906	SLC44A3	WGS	1	SLC44A3
chr1	95392834	CNN3	WGS	-1	CNN3
chr1	95538501	ALG14	WGS	-1	ALG14
chr1	95582894	TMEM56	WGS	1	TMEM56
chr1	95583479	TMEM56-RWDD3	WGS	1	TMEM56-RWDD3
chr1	95699711	RWDD3	WGS	1	RWDD3
chr1	96457545	RP11-147C23.1	WGS	1	RP11-147C23.1
chr1	97187378	PTBP2	WGS	1	PTBP2
chr1	98386579	DPYD	WGS	-1	DPYD
chr1	99127279	SNX7	WGS	1	SNX7
chr1	99470449	LPPR5	WGS	-1	LPPR5
chr1	99729509	LPPR4	WGS	1	LPPR4
chr1	100111499	PALMD	WGS	1	PALMD
chr1	100231349	FRRS1	WGS	-1	FRRS1
chr1	100316045	AGL	WGS	1	AGL
chr1	100435345	SLC35A3	WGS	1	SLC35A3
chr1	100503653	HIAT1	WGS	1	HIAT1
chr1	100598511	SASS6	WGS	-1	SASS6
chr1	100598719	TRMT13	WGS	1	TRMT13
chr1	100643771	LRRC39	WGS	-1	LRRC39
chr1	100715390	DBT	WGS	-1	DBT
chr1	100731805	RTCA	WGS	1	RTCA
chr1	100818047	CDC14A	WGS	1	CDC14A
chr1	101003693	GPR88	WGS	1	GPR88
chr1	101185316	VCAM1	WGS	1	VCAM1
chr1	101361554	EXTL2	WGS	-1	EXTL2
chr1	101361632	SLC30A7	WGS	1	SLC30A7
chr1	101491328	DPH5	WGS	-1	DPH5
chr1	101455761	AC093157.1	WGS	1	AC093157.1
chr1	101702444	S1PR1	WGS	1	S1PR1
chr1	102462586	OLFM3	WGS	-1	OLFM3
chr1	103574047	COL11A1	WGS	-1	COL11A1
chr1	104068321	RNPC3	WGS	1	RNPC3
chr1	104097322	AMY2B	WGS	1	AMY2B
chr1	104159999	AMY2A	WGS	1	AMY2A
chr1	104198377	AMY1A	WGS	1	AMY1A
chr1	104238912	AMY1B	WGS	-1	AMY1B
chr1	104293028	AMY1C	WGS	1	AMY1C
chr1	107599301	PRMT6	WGS	1	PRMT6
chr1	107683442	NTNG1	WGS	1	NTNG1
chr1	108507766	VAV3	WGS	-1	VAV3
chr1	108742980	SLC25A24	WGS	-1	SLC25A24
chr1	108786689	NBPF4	WGS	-1	NBPF4
chr1	108918421	NBPF6	WGS	1	NBPF6
chr1	109102711	FAM102B	WGS	1	FAM102B
chr1	109204148	HENMT1	WGS	-1	HENMT1
chr1	109234945	PRPF38B	WGS	1	PRPF38B
chr1	109255279	FNDC7	WGS	1	FNDC7
chr1	109289310	STXBP3	WGS	1	STXBP3
chr1	109399716	AKNAD1	WGS	-1	AKNAD1
chr1	109417972	GPSM2	WGS	1	GPSM2
chr1	109506111	CLCC1	WGS	-1	CLCC1
chr1	109584608	WDR47	WGS	-1	WDR47
chr1	109618624	TAF13	WGS	-1	TAF13
chr1	109632425	TMEM167B	WGS	1	TMEM167B
chr1	109656479	C1orf194	WGS	-1	C1orf194
chr1	109656623	KIAA1324	WGS	1	KIAA1324
chr1	109756540	SARS	WGS	1	SARS
chr1	109792641	CELSR2	WGS	1	CELSR2
chr1	109825790	PSRC1	WGS	-1	PSRC1
chr1	109849663	MYBPHL	WGS	-1	MYBPHL
chr1	109940573	SORT1	WGS	-1	SORT1
chr1	109968973	PSMA5	WGS	-1	PSMA5
chr1	110009250	SYPL2	WGS	1	SYPL2
chr1	110026561	ATXN7L2	WGS	1	ATXN7L2
chr1	110036736	CYB561D1	WGS	1	CYB561D1
chr1	110052304	AMIGO1	WGS	-1	AMIGO1
chr1	110082494	GPR61	WGS	1	GPR61
chr1	110091233	GNAI3	WGS	1	GNAI3
chr1	110155679	GNAT2	WGS	-1	GNAT2
chr1	110163276	AMPD2	WGS	1	AMPD2
chr1	110198703	GSTM4	WGS	1	GSTM4
chr1	110210688	GSTM2	WGS	1	GSTM2
chr1	110230442	GSTM1	WGS	1	GSTM1
chr1	110254877	GSTM5	WGS	1	GSTM5
chr1	110284384	GSTM3	WGS	-1	GSTM3
chr1	110306649	EPS8L3	WGS	-1	EPS8L3
chr1	110453255	CSF1	WGS	1	CSF1
chr1	110527308	AHCYL1	WGS	1	AHCYL1
chr1	110577238	STRIP1	WGS	1	STRIP1
chr1	110613322	ALX3	WGS	-1	ALX3
chr1	110655062	UBL4B	WGS	1	UBL4B
chr1	110693108	SLC6A17	WGS	1	SLC6A17
chr1	110754095	KCNC4	WGS	1	KCNC4
chr1	110881128	RBM15	WGS	1	RBM15
chr1	110933704	SLC16A4	WGS	-1	SLC16A4
chr1	110950564	LAMTOR5	WGS	-1	LAMTOR5
chr1	110993822	PROK1	WGS	1	PROK1
chr1	111061797	KCNA10	WGS	-1	KCNA10
chr1	111150051	KCNA2	WGS	-1	KCNA2
chr1	111217655	KCNA3	WGS	-1	KCNA3
chr1	111415776	CD53	WGS	1	CD53
chr1	111506701	LRIF1	WGS	-1	LRIF1
chr1	111682662	DRAM2	WGS	-1	DRAM2
chr1	111682249	CEPT1	WGS	1	CEPT1
chr1	111743311	DENND2D	WGS	-1	DENND2D
chr1	111743393	CHI3L2	WGS	1	CHI3L2
chr1	111833538	CHIA	WGS	1	CHIA
chr1	111888910	PIFO	WGS	1	PIFO
chr1	111970399	OVGP1	WGS	-1	OVGP1
chr1	111991998	WDR77	WGS	-1	WDR77
chr1	111991558	ATP5F1	WGS	1	ATP5F1
chr1	112016414	C1orf162	WGS	1	C1orf162
chr1	112046110	ADORA3	WGS	-1	ADORA3
chr1	112162405	RAP1A	WGS	1	RAP1A
chr1	112282046	FAM212B	WGS	-1	FAM212B
chr1	112297927	DDX20	WGS	1	DDX20
chr1	112531777	KCND3	WGS	-1	KCND3
chr1	112938803	CTTNBP2NL	WGS	1	CTTNBP2NL
chr1	113051400	WNT2B	WGS	1	WNT2B
chr1	113162040	ST7L	WGS	-1	ST7L
chr1	113161795	CAPZA1	WGS	1	CAPZA1
chr1	113217043	MOV10	WGS	1	MOV10
chr1	113249749	RHOC	WGS	-1	RHOC
chr1	113253977	RP11-426L16.10	WGS	-1	RP11-426L16.10
chr1	113258099	PPM1J	WGS	-1	PPM1J
chr1	113263041	FAM19A3	WGS	1	FAM19A3
chr1	113498685	SLC16A1	WGS	-1	SLC16A1
chr1	113615831	LRIG2	WGS	1	LRIG2
chr1	113933581	MAGI3	WGS	1	MAGI3
chr1	114302098	PHTF1	WGS	-1	PHTF1
chr1	114355098	RSBN1	WGS	-1	RSBN1
chr1	114414381	PTPN22	WGS	-1	PTPN22
chr1	114430169	BCL2L15	WGS	-1	BCL2L15
chr1	114447620	AP4B1	WGS	-1	AP4B1
chr1	114447763	DCLRE1B	WGS	1	DCLRE1B
chr1	114472332	HIPK1	WGS	1	HIPK1
chr1	114522065	OLFML3	WGS	1	OLFML3
chr1	114695539	SYT6	WGS	-1	SYT6
chr1	115053781	TRIM33	WGS	-1	TRIM33
chr1	115124260	BCAS2	WGS	-1	BCAS2
chr1	115212656	DENND2C	WGS	-1	DENND2C
chr1	115238207	AMPD1	WGS	-1	AMPD1
chr1	115259515	NRAS	WGS	-1	NRAS
chr1	115292811	CSDE1	WGS	-1	CSDE1
chr1	115323306	SIKE1	WGS	-1	SIKE1
